agent_run_id,metadata.capsule_id,metadata.scaffold,metadata.scores.accuracy
e3ca2933-c4e3-4ae7-82bb-a85474565377,capsule-3449234,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
6f480d5f-7ec8-4529-ae91-9c49a77c1357,capsule-3418007,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
b6e1440e-d6c5-4197-94a8-0ce8dc2d9608,capsule-2816027,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
b2491e21-1306-473a-a127-7f1c98b8bd53,capsule-3301293,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
06cdc64f-47d8-4c7c-b99b-0fdf4cfb41ac,capsule-2804717,"Open Code (anthropic/claude-opus-4-5, think=10000)",0
af920458-a754-4fd7-8f2b-78ab8d422b1d,capsule-2708693,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
a8b18e68-1a22-433b-865e-aad29f7eff48,capsule-2345790,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
66d6d247-7993-4f6a-8ae7-9f37150f6409,capsule-2242462,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
ba732c5c-890d-4689-96b3-b393590be552,capsule-1724988,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
33f90585-ed81-4f57-bef4-8770bf8fad31,capsule-1624349,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
6bfa53e8-d8d5-4fcd-9ff4-7b2d691072ab,capsule-1394704,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
0b5d6bac-708b-40c3-bcf4-c6972b00bc31,capsule-1175539,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
477de6dd-5c2b-4431-9c06-103bebf12ab6,capsule-0851068,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
66373279-8abd-440a-8097-208b493ab655,capsule-0504157,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
f269c7dd-0654-41e7-9970-4090d6faec8c,capsule-0201673,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
0d11ab40-d428-456b-a039-f32c28901d6c,capsule-0152700,"Open Code (anthropic/claude-opus-4-5, think=10000)",1
12dc1a5d-568c-48fa-8056-51047ac79741,capsule-9832712,"Core Agent (gpt-5.4, steps=200)",0
f0317a1a-a5b5-4967-80c0-e4b7f9fdba86,capsule-9294029,"Core Agent (gpt-5.4, steps=200)",0
1bd824cf-02fb-4c89-ad83-2c3bfb375dcd,capsule-9477017,"Core Agent (gpt-5.4, steps=200)",0
ca1967bc-225a-4e24-a1cd-f07787827e53,capsule-9240688,"Core Agent (gpt-5.4, steps=200)",1
fd246303-bc07-4fd4-9d19-cf2311149cbf,capsule-9054015,"Core Agent (gpt-5.4, steps=200)",1
8e08e75e-23ab-4bb9-a2b8-844cb1625c3e,capsule-8807709,"Core Agent (gpt-5.4, steps=200)",1
4afccb64-95f8-4010-b47d-ed20cde5afc7,capsule-8412128,"Core Agent (gpt-5.4, steps=200)",1
29800aff-d2cd-4445-abc7-60ffb1ba78ea,capsule-7800694,"Core Agent (gpt-5.4, steps=200)",0
cb669b4f-3110-4484-85fc-e233d98b4cfb,capsule-7716865,"Core Agent (gpt-5.4, steps=200)",0
342e6bca-40d7-4c1a-89c3-3f7edd51337c,capsule-7655932,"Core Agent (gpt-5.4, steps=200)",1
87c815c9-f2e8-49a0-b451-bcd835e380e6,capsule-7186268,"Core Agent (gpt-5.4, steps=200)",1
f2396067-99f7-48e5-bd61-0c77a157555e,capsule-6049678,"Core Agent (gpt-5.4, steps=200)",1
680a27c6-9af8-462f-a31c-5f153076f7ab,capsule-6295990,"Core Agent (gpt-5.4, steps=200)",1
0eda4e23-32f1-40ae-b35b-b2cac374cae0,capsule-5507257,"Core Agent (gpt-5.4, steps=200)",1
fb2ef567-c4bd-4988-85ee-952673264f7e,capsule-5136217,"Core Agent (gpt-5.4, steps=200)",0
c2c8ca72-cc25-4857-b7ab-05f3b3df7cf1,capsule-4933686,"Core Agent (gpt-5.4, steps=200)",0
f2cd8b36-033e-40b6-bd8b-e2ae25ff6581,capsule-4671827,"Core Agent (gpt-5.4, steps=200)",0
03888c43-eb25-4b14-b6cc-d8db4bc7cb91,capsule-4299879,"Core Agent (gpt-5.4, steps=200)",1
378b4673-a34e-4756-89a8-f2b2b41f0b11,capsule-4252248,"Core Agent (gpt-5.4, steps=200)",0
4a2336fe-628e-40f4-8505-f49c7a898fab,capsule-3821950,"Core Agent (gpt-5.4, steps=200)",0
c80e34a6-c159-4817-a5ef-2d9be497bb90,capsule-3762736,"Core Agent (gpt-5.4, steps=200)",0
632f398d-bc13-4c92-88e3-f41adf1bbc62,capsule-3639589,"Core Agent (gpt-5.4, steps=200)",1
2a3633c5-5db1-43ae-9e82-a29e43a0c39b,capsule-3593259,"Core Agent (gpt-5.4, steps=200)",0
2b797733-a505-402e-9cdd-a7cbd9cfdd2b,capsule-3449234,"Core Agent (gpt-5.4, steps=200)",0
78491a81-740a-4793-9622-d2790d55b754,capsule-3418007,"Core Agent (gpt-5.4, steps=200)",1
5459004c-def9-4801-ac8c-54552137dd04,capsule-3301293,"Core Agent (gpt-5.4, steps=200)",1
11ed0158-cd90-4e85-a22b-3012853ecc67,capsule-2816027,"Core Agent (gpt-5.4, steps=200)",1
5b73a244-e81b-4fec-8987-03eded695d7b,capsule-2804717,"Core Agent (gpt-5.4, steps=200)",1
f63c9a83-cd2f-42f6-8642-454a797f1b46,capsule-2708693,"Core Agent (gpt-5.4, steps=200)",1
f9e45178-15d9-4dea-99b8-82506a92fde6,capsule-2345790,"Core Agent (gpt-5.4, steps=200)",0
ac7e497a-774c-4f22-85b1-abb7c83d9618,capsule-2242462,"Core Agent (gpt-5.4, steps=200)",0
fa9fa6e4-c61d-4567-8873-5f5c5103bfd9,capsule-1724988,"Core Agent (gpt-5.4, steps=200)",1
d0d3269c-f945-4404-9e3d-9b892c45e900,capsule-1624349,"Core Agent (gpt-5.4, steps=200)",0
c85bdebc-51d0-4ba8-aef2-f608b9981b17,capsule-1394704,"Core Agent (gpt-5.4, steps=200)",0
2739a556-b4b4-4c41-9bfd-b3f2712bf4df,capsule-1175539,"Core Agent (gpt-5.4, steps=200)",0
d3bb4949-1d35-4af5-b31a-fec4facab89c,capsule-0851068,"Core Agent (gpt-5.4, steps=200)",0
c04e7d7c-fdd4-4b85-85b9-06f0de9792f3,capsule-0504157,"Core Agent (gpt-5.4, steps=200)",1
3baa87ba-7478-43de-8ee4-aeef5a776cb5,capsule-0152700,"Core Agent (gpt-5.4, steps=200)",1
22d957e1-30d5-4a92-8b19-e7586d6beaeb,capsule-0201673,"Core Agent (gpt-5.4, steps=200)",1
e68d2109-4274-4f3a-a24a-f04f6ce3c694,capsule-9832712,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
66f550a9-30f6-47fb-b99a-9c7b2b16a7f0,capsule-9477017,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
f7ac1217-e463-42cc-9a6c-466e961edd86,capsule-9294029,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
d64c1748-54ed-4ba1-8d81-9166edfffed5,capsule-9240688,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
6a1929e6-2ff8-4854-b7b5-c0835b7d0e02,capsule-9054015,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
4c7b3b8d-d7da-4ace-983a-ffa802812f13,capsule-8807709,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
c61f8e2b-99c2-4f3e-8ae2-00c80bc79322,capsule-8412128,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
187288b3-f42d-4ea8-b799-db29045613ca,capsule-7800694,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
e38a2139-9bb7-4688-bcd2-688379ba36d0,capsule-7716865,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
c5d9c12b-bdea-4ba5-abe0-9ce52e654e12,capsule-7655932,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
dd75562d-4600-4548-847b-52df00a9a925,capsule-7186268,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
2eba09d1-eb9d-40ac-912f-0df576118d15,capsule-6295990,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
14e8119c-0ae7-4022-bb15-b2fc00aede1d,capsule-6049678,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
fc21d24e-28af-40a1-9fde-5a9aef4f9fcb,capsule-5507257,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
c06c14f9-91c1-4ee9-84b7-9789cc372a7c,capsule-5136217,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
e0cc51f9-5d4f-485a-ba33-6fc386184072,capsule-4933686,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
220e3ad5-7190-45c5-ad72-63f22e2e7b03,capsule-4671827,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
74ccdd68-8266-4925-aa95-e83c2da262a1,capsule-4299879,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
e8e7fe97-d25d-4e18-ae54-94990d8ad8e4,capsule-4252248,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
cf4aaa72-063c-4921-b810-d359d5345201,capsule-3821950,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
8a254c42-99ca-4184-be5c-02aedfa686a3,capsule-3762736,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
617f18ac-2ae9-4e57-9cca-d038566c8387,capsule-3639589,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
d76c16ff-fde7-485a-8867-e7d0e1345f11,capsule-3593259,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
1806a8ec-d87a-48cb-a47e-3ab6bbd302e3,capsule-3449234,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
ec2aed36-70c6-4bb0-b9e5-79f5a7308322,capsule-3418007,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
6d042564-ba37-458e-bd0a-8cc2c1476c45,capsule-3301293,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
8e190cce-48bd-4960-b119-a515555bb524,capsule-2816027,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
81de2b15-23d1-40d5-ae00-5a0bc57d947e,capsule-2804717,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
791fab14-3802-41ff-bd0b-c1c65300f1c4,capsule-2708693,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
f13d7737-5727-423c-ac81-505bf07cacde,capsule-2345790,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
5e8352e3-2261-48b8-9585-f8f1a157e8c9,capsule-2242462,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
2ce8efbe-6791-4ed0-880f-3464c47c0b05,capsule-1724988,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
20abbffc-c450-4606-8bee-fcc8544c8f72,capsule-1624349,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
87a15e87-8fed-4237-873c-c925d51c0be6,capsule-1394704,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
16626f33-d7fb-4be2-a859-0d263649ea13,capsule-1175539,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
81f1b577-5109-425d-8585-8dbf43c96929,capsule-0851068,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
