run_id,config_dir,scaffold,model,agent_args,config_label,rep_idx,capsule_id,job_id,azure_task_id,successful,correct_written_answers,total_written_questions,correct_vision_answers,total_vision_questions,harness_successful,harness_eval_block_present,harness_accuracy,harness_written_accuracy,harness_vision_accuracy,duration_s,duration_source,total_cost_usd,cost_source,input_tokens,cached_input_tokens,cache_creation_tokens,output_tokens,total_tokens,num_turns,num_tool_calls,num_permission_denials,terminal_reason,stop_reason,submitted_at,logging_started_at,setup_overhead_s,task_timeout_s,benchmark,parse_warnings,split,confidence,confidence_method,confidence_model,num_commands,num_errors,reward,confidence_v2,confidence_method_v2,confidence_model_v2,cost,agent_id
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-3593259,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-3593259-max_thinking_-53ce86b7,True,0,0,1,1,True,True,1.0,,1.0,104.186,claude_code_result,0.55354725,claude_code_result,149.0,591264.0,26669.0,3590.0,621672.0,24.0,23.0,0.0,completed,end_turn,2026-04-23T00:17:11.550517+00:00,2026-04-23T00:20:35.189081,203.638564,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.55354725,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-4299879,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-4299879-max_thinking_-948c6cf3,True,0,0,1,1,True,True,1.0,,1.0,288.28,claude_code_result,0.3468847500000001,claude_code_result,93.0,290926.0,17347.0,3670.0,312036.0,17.0,16.0,0.0,completed,end_turn,2026-04-23T00:17:11.515460+00:00,2026-04-23T00:20:38.948515,207.433055,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.3468847500000001,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-1724988,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-1724988-max_thinking_-68fd35e0,True,0,0,2,2,True,True,1.0,,1.0,265.786,claude_code_result,0.8834759999999999,claude_code_result,142.0,642374.0,34707.0,13070.0,690293.0,24.0,23.0,0.0,completed,end_turn,2026-04-23T00:17:11.425464+00:00,2026-04-23T00:20:35.789200,204.363736,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.8834759999999999,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-4671827,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-4671827-max_thinking_-0b222fca,True,0,0,1,1,True,True,1.0,,1.0,118.397,claude_code_result,0.6164434999999999,claude_code_result,135.0,550399.0,39440.0,3733.0,593707.0,19.0,18.0,0.0,completed,end_turn,2026-04-23T00:17:12.085312+00:00,2026-04-23T00:20:34.074309,201.988997,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.6164434999999999,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-2816027,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-2816027-max_thinking_-bac08e4b,True,0,0,1,1,True,True,1.0,,1.0,255.743,claude_code_result,0.9170105000000002,claude_code_result,149.0,952249.0,45920.0,6096.0,1004414.0,26.0,25.0,0.0,completed,end_turn,2026-04-23T00:17:11.522385+00:00,2026-04-23T00:20:35.189223,203.666838,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.9170105000000002,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-1394704,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-1394704-max_thinking_-5fa17552,True,1,1,1,1,True,True,1.0,1.0,1.0,2552.63,claude_code_result,2.0361835000000004,claude_code_result,296.0,1728519.0,152156.0,8748.0,1889719.0,45.0,44.0,0.0,completed,end_turn,2026-04-23T00:17:11.503467+00:00,2026-04-23T00:20:41.342673,209.839206,0.0,corebench_hard,[],main39,,,,,,1.0,,,,2.0361835000000004,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-3762736,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-3762736-max_thinking_-52295951,True,2,2,0,0,True,True,1.0,1.0,,679.233,claude_code_result,0.9253532499999999,claude_code_result,100.0,466720.0,85513.0,6251.0,558584.0,23.0,22.0,0.0,completed,end_turn,2026-04-23T00:17:13.443629+00:00,2026-04-23T00:21:04.582456,231.138827,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.9253532499999999,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-6049678,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-6049678-max_thinking_-9e84880d,True,2,2,0,0,True,True,1.0,1.0,,64.517,claude_code_result,0.362603,claude_code_result,86.0,319753.0,22714.0,2384.0,344937.0,17.0,16.0,0.0,completed,end_turn,2026-04-23T00:17:10.974373+00:00,2026-04-23T00:20:37.366450,206.392077,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.362603,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-4252248,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-4252248-max_thinking_-72198bed,False,0,0,0,1,False,True,,,,1016.403,claude_code_result,1.9212185000000002,claude_code_result,378.0,2160338.0,67118.0,16756.0,2244590.0,61.0,60.0,0.0,completed,end_turn,2026-04-23T00:17:12.095004+00:00,2026-04-23T00:20:35.221391,203.126387,0.0,corebench_hard,[],main39,,,,,,0.0,,,,1.9212185000000002,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-2804717,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-2804717-max_thinking_-56442f4a,False,0,0,0,1,False,True,,,,1866.923,claude_code_result,3.8874705000000005,claude_code_result,620.0,4219701.0,170424.0,28344.0,4419089.0,92.0,91.0,0.0,completed,end_turn,2026-04-23T00:17:10.963042+00:00,2026-04-23T00:20:35.185883,204.222841,0.0,corebench_hard,[],main39,,,,,,0.0,,,,3.8874705000000005,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-2708693,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-2708693-max_thinking_-b2aa9e35,True,0,0,2,2,True,True,1.0,,1.0,2313.975,claude_code_result,1.6556520000000003,claude_code_result,324.0,1643217.0,96898.0,9042.0,1749481.0,53.0,52.0,0.0,completed,end_turn,2026-04-23T00:17:12.069412+00:00,2026-04-23T00:20:34.226520,202.157108,0.0,corebench_hard,[],main39,,,,,,1.0,,,,1.6556520000000003,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-5507257,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-5507257-max_thinking_-ea23d5aa,True,1,1,0,0,True,True,1.0,1.0,,173.285,claude_code_result,0.25305325,claude_code_result,58.0,157949.0,19743.0,1988.0,179738.0,10.0,9.0,0.0,completed,end_turn,2026-04-23T00:17:10.705100+00:00,2026-04-23T00:19:42.901092,152.195992,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.25305325,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-6295990,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-6295990-max_thinking_-d31c2954,True,2,2,0,0,True,True,1.0,1.0,,95.621,claude_code_result,0.29667699999999997,claude_code_result,119.0,267229.0,18430.0,1862.0,287640.0,14.0,13.0,0.0,completed,end_turn,2026-04-23T00:17:13.550814+00:00,2026-04-23T00:20:39.022359,205.471545,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.29667699999999997,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-7655932,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-7655932-max_thinking_-d4d9c107,True,2,2,0,0,True,True,1.0,1.0,,58.543,claude_code_result,0.26040625,claude_code_result,86.0,243700.0,12185.0,2449.0,258420.0,15.0,14.0,0.0,completed,end_turn,2026-04-23T00:17:13.212122+00:00,2026-04-23T00:20:37.366244,204.154122,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.26040625,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-5136217,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-5136217-max_thinking_-7d5e88a5,False,0,0,0,1,False,True,,,,3.222,claude_code_result,3.237596499999999,claude_code_result,9.0,75033.0,691.0,105.0,75838.0,1.0,82.0,0.0,completed,end_turn,2026-04-23T00:17:12.448137+00:00,2026-04-23T00:20:53.129958,220.681821,0.0,corebench_hard,[],main39,,,,,,0.0,,,,3.237596499999999,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-3301293,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-3301293-max_thinking_-c71bfac2,True,1,1,0,0,True,True,1.0,1.0,,279.143,claude_code_result,0.97936475,claude_code_result,252.0,1032753.0,35885.0,9470.0,1078360.0,34.0,33.0,0.0,completed,end_turn,2026-04-23T00:17:11.119034+00:00,2026-04-23T00:20:35.205112,204.086078,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.97936475,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-7186268,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-7186268-max_thinking_-c9efab92,True,0,0,2,2,True,True,1.0,,1.0,597.331,claude_code_result,0.9905895,claude_code_result,219.0,1140740.0,39926.0,6752.0,1187637.0,34.0,33.0,0.0,completed,end_turn,2026-04-23T00:17:12.243416+00:00,2026-04-23T00:20:35.177217,202.933801,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.9905895,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-7800694,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-7800694-max_thinking_-ff8c69d4,True,2,2,0,0,True,True,1.0,1.0,,144.388,claude_code_result,0.44561699999999993,claude_code_result,109.0,371063.0,25742.0,3916.0,400830.0,15.0,14.0,0.0,completed,end_turn,2026-04-23T00:17:12.868328+00:00,2026-04-23T00:20:35.186251,202.317923,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.44561699999999993,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-8412128,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-8412128-max_thinking_-b8f4aa87,True,2,2,0,0,True,True,1.0,1.0,,48.597,claude_code_result,0.27710575,claude_code_result,119.0,257403.0,14937.0,2150.0,274609.0,15.0,14.0,0.0,completed,end_turn,2026-04-23T00:17:13.067150+00:00,2026-04-23T00:20:34.074279,201.007129,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.27710575,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-9240688,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-9240688-max_thinking_-d6e575ee,True,1,1,0,0,True,True,1.0,1.0,,80.806,claude_code_result,0.46921875,claude_code_result,145.0,427266.0,24699.0,3992.0,456102.0,20.0,19.0,0.0,completed,end_turn,2026-04-23T00:17:11.548894+00:00,2026-04-23T00:20:34.068670,202.519776,0.0,corebench_hard,[],main39,,,,,,1.0,,,,0.46921875,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
main39-2026-05-03,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000_k0,claude_code,anthropic/claude-opus-4-5,"[[""max_thinking_tokens"", ""10000""]]",claude_code|claude-opus-4-5|max_thinking_tokens=10000,0,capsule-7716865,b43b21e9-0dc9-4ce7-8557-bae7d0802ac1,anthropic-claude-opus-4-5-capsule-7716865-max_thinking_-c37b051b,True,0,0,1,1,True,True,1.0,,1.0,756.913,claude_code_result,1.081873,claude_code_result,200.0,1076614.0,43644.0,10762.0,1131220.0,33.0,32.0,0.0,completed,end_turn,2026-04-23T00:17:11.691710+00:00,2026-04-23T00:20:34.073621,202.381911,0.0,corebench_hard,[],main39,,,,,,1.0,,,,1.081873,corebench_hard_claude_code_agent_anthropic_claude_opus_4_5_max_thinking_tokens_10000
